Locality,Interior_SqFt,Distance_To_Main_Road,Num_Bedrooms,Num_Bathrooms,Total_Rooms,Sale_Condition,Parking_Facility,Building_Type,Utilities_Available,Street_Type,Zoning_Type,Quality_Score_Rooms,Quality_Score_Bathroom,Quality_Score_Bedroom,Quality_Score_Overall,Registration_Fee,Commission,Sale_Price,Sale_Year,Build_Year,Building_Age
Anna Nagar,1750,124,1,1,4,Family,No,House,NoSeWa,Gravel,RL,2,3,3,3,359917,59986,11997230,2010,1976,34
Anna Nagar,1816,131,2,1,5,Partial,No,Others,AllPub,No Access,RM,4,4,4,4,411532,92927,13275240,2007,1989,18
Karapakkam,793,153,1,1,2,Family,No,Others,NoSeWa,No Access,I,4,4,2,3,184742,39588,4398625,2010,1989,21
Velachery,1737,109,2,1,4,Family,No,Commercial,AllPub,Gravel,C,2,2,5,3,398902,172857,13296730,2006,1972,34
Adyar,658,155,1,1,2,AdjLand,No,House,AllPub,No Access,A,3,2,2,3,179191,13439,4479770,2009,1991,18
Adyar,1219,189,2,2,4,AdjLand,No,Others,AllPub,Paved,RM,2,3,2,2,356975,167332,11155480,2009,1997,12
Karapakkam,1272,181,1,1,3,Normal Sale,No,Commercial,AllPub,Gravel,RH,2,3,2,2,380351,236434,10279750,2010,1973,37
Chrompet,919,72,1,1,3,Family,Yes,House,AllPub,Gravel,RL,3,3,2,3,260537,35936,8984050,2010,1987,23
Anna Nagar,1741,46,1,1,4,Family,No,Others,AllPub,No Access,RL,2,2,3,2,424680,84936,12133700,2013,1977,36
Anna Nagar,1984,160,2,1,5,AdjLand,No,Others,AllPub,Paved,RM,3,3,5,4,440372,242964,15185240,2012,1986,26
KK Nagar,2202,104,3,2,5,Family,Yes,Commercial,AllPub,Paved,RM,2,3,4,3,821501,186705,18670480,2008,1994,14
Adyar,630,52,1,1,2,AdjLand,Yes,Others,NoSeWa,Gravel,C,2,4,2,3,273256,29541,7385285,2012,1993,19
KK Nagar,1344,89,2,1,4,Ab Normal,No,Commercial,AllPub,Paved,RM,4,4,5,4,406489,301589,13112560,2008,2000,8
Karapakkam,915,25,1,1,3,Partial,No,Commercial,AllPub,No Access,C,3,5,2,3,287054,105449,5858250,2010,1967,43
Velachery,1884,142,3,2,5,Family,No,House,NoSeWa,No Access,C,3,2,2,2,253856,96054,6860970,2008,1958,50
T Nagar,1989,46,2,1,5,Family,No,House,AllPub,Paved,RL,4,2,5,4,456406,190169,12677940,2009,1972,37
Adyar,730,87,1,1,2,Partial,Yes,House,NoSeWa,Gravel,RH,2,3,2,2,264504,54457,7779515,2010,1989,21
Chrompet,1081,172,1,1,3,Partial,Yes,House,AllPub,Paved,RL,4,2,2,2,270368,87216,8721550,2014,1981,33
Chrompet,1198,73,1,1,3,Normal Sale,Yes,Commercial,AllPub,Paved,RH,3,4,2,3,427058,151537,13776050,2008,1993,15
Chrompet,927,40,1,1,3,Ab Normal,No,House,AllPub,No Access,RM,3,4,4,4,211506,89483,8134850,2013,1998,15
Velachery,1611,115,2,1,4,Partial,No,House,NoSeWa,Gravel,RL,2,2,4,2,315564,176344,9281280,2007,1983,24
Adyar,655,22,1,1,2,AdjLand,Yes,Commercial,AllPub,Paved,RL,2,3,3,2,398972,68395,11399205,2007,2000,7
Velachery,1634,111,2,1,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,I,4,3,3,3,491907,163969,14906280,2007,1988,19
KK Nagar,1762,28,2,1,4,Partial,No,Commercial,NoSeWa,Paved,RM,4,4,4,4,439403,175761,14646760,2011,1983,28
KK Nagar,2049,7,3,2,5,Normal Sale,No,House,AllPub,Paved,RH,2,2,3,2,400777,180350,10019420,2009,1998,11
Velachery,1711,148,2,1,4,Ab Normal,No,Commercial,AllPub,Gravel,RH,4,2,3,3,450959,145471,14547070,2011,1985,26
KK Nagar,1807,53,3,2,5,Partial,Yes,Commercial,NoSeWa,Paved,RM,3,4,3,3,732764,286734,15929660,2010,1987,23
Karapakkam,591,106,1,1,2,Ab Normal,Yes,Commercial,NoSeWa,No Access,RL,2,3,4,3,228552,164272,7142250,2010,1979,31
T Nagar,1827,98,2,1,5,Partial,Yes,Commercial,AllPub,No Access,RL,2,3,4,3,616673,287781,20555760,2008,1995,13
Adyar,789,197,1,1,2,AdjLand,Yes,Commercial,AllPub,No Access,RH,2,4,2,2,412806,74093,10584775,2010,1985,25
Adyar,1299,20,2,2,4,Normal Sale,No,Commercial,AllPub,Gravel,RM,4,3,4,4,553550,205604,15815700,2010,1970,40
Adyar,786,197,1,1,2,Family,No,Others,AllPub,Gravel,RH,2,3,2,2,266914,37071,7414265,2006,1975,31
Velachery,1726,89,2,1,4,Ab Normal,Yes,House,AllPub,Paved,A,4,3,2,3,291169,84286,7662340,2010,1968,42
T Nagar,1790,82,1,1,4,Ab Normal,Yes,Others,NoSeWa,Paved,RL,3,2,2,2,370287,170902,14241820,2008,1987,21
Adyar,691,182,1,1,2,Ab Normal,No,House,AllPub,No Access,I,3,3,4,3,158899,5126,5125790,2009,1983,26
KK Nagar,1405,75,2,1,4,Family,Yes,Others,NoSeWa,Paved,RL,4,2,3,3,383204,231939,10084320,2010,1999,11
Adyar,1009,164,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Paved,RH,3,4,4,4,449339,26432,13215865,2012,2001,11
Anna Nagar,1525,114,1,1,4,Family,Yes,Commercial,AllPub,Gravel,RM,4,4,5,4,743729,293577,19571820,2014,1983,31
Velachery,1847,186,3,2,5,Partial,Yes,House,NoSeWa,Gravel,RL,4,2,4,3,427751,236389,11256610,2009,1996,13
Chrompet,1250,47,2,1,4,Ab Normal,Yes,Commercial,NoSeWa,Paved,RM,4,4,3,4,482259,186681,15556750,2013,1996,17
Karapakkam,804,179,1,1,2,Normal Sale,Yes,Others,NoSeWa,No Access,I,4,3,3,3,236150,147594,5903750,2010,2003,7
KK Nagar,2117,133,3,2,5,Ab Normal,Yes,Others,NoSeWa,Paved,RL,2,4,2,2,446980,248322,12416100,2009,1992,17
KK Nagar,2018,145,3,2,5,Normal Sale,Yes,Others,NoSeWa,Gravel,RL,2,4,4,3,451958,125544,12554380,2011,1990,21
Chrompet,942,74,1,1,3,Normal Sale,No,Others,AllPub,Paved,RH,2,3,3,3,234578,98372,7567040,2008,1982,26
Adyar,777,196,1,1,2,Partial,Yes,Others,NoSeWa,No Access,RM,4,4,2,3,281067,51103,8517175,2011,1986,25
T Nagar,1695,194,1,1,4,AdjLand,Yes,House,NoSeWa,Gravel,RH,3,4,3,3,369855,92464,13209090,2006,1984,22
Adyar,902,175,1,1,3,Ab Normal,No,Commercial,NoSeWa,Gravel,C,2,4,2,3,411699,73895,10556375,2011,2006,5
Velachery,1904,89,3,2,5,Ab Normal,No,Others,AllPub,Paved,A,5,2,4,3,297667,170096,8504780,2009,1985,24
Anna Nagar,1536,19,1,1,4,Family,No,Others,NoSeWa,No Access,RH,2,3,4,3,276617,92206,10245090,2012,1969,43
Karapakkam,827,39,1,1,2,AdjLand,Yes,Others,NoSeWa,Gravel,RL,3,2,4,3,357217,166148,8307375,2011,1994,17
Velachery,1553,158,2,1,4,Ab Normal,No,House,NoSeWa,Gravel,A,3,2,3,3,215323,71774,6524930,2006,1952,54
Chrompet,768,46,1,1,2,AdjLand,Yes,House,NoSeWa,No Access,RH,3,3,3,3,179296,107578,7171850,2010,1991,19
Chrompet,1245,26,2,1,4,Family,No,Commercial,AllPub,Paved,RM,2,2,3,2,396538,58746,14686600,2009,2001,8
Velachery,1662,55,2,1,4,Ab Normal,Yes,Others,AllPub,Paved,A,3,4,2,3,320258,143273,8427850,2004,1974,30
KK Nagar,1958,94,3,2,5,Ab Normal,No,House,AllPub,Gravel,RL,4,2,2,3,469780,192183,10676820,2009,1988,21
KK Nagar,2281,124,4,2,6,Ab Normal,Yes,Commercial,NoSeWa,Gravel,RL,2,4,4,3,843562,479297,19171860,2010,1997,13
Velachery,1908,73,3,2,5,Ab Normal,Yes,House,NoSeWa,No Access,C,4,3,5,4,338673,127002,8466820,2009,1974,35
Adyar,916,50,1,1,3,Ab Normal,Yes,Others,AllPub,No Access,RM,2,4,3,3,375172,37517,9379310,2011,1977,34
Chrompet,1101,24,1,1,3,Family,Yes,House,NoSeWa,No Access,RH,3,3,3,3,235484,117742,8410150,2013,2004,9
Anna Nagar,1518,142,1,1,4,AdjLand,Yes,Others,AllPub,No Access,RL,4,5,2,3,484782,99442,12430300,2014,1981,33
Adyar,1049,10,1,1,3,Family,Yes,Commercial,AllPub,No Access,C,2,3,3,3,412169,66838,11139700,2012,1992,20
Karapakkam,736,120,1,1,2,Ab Normal,Yes,House,AllPub,No Access,RL,3,2,4,3,290019,88267,6304750,2012,1983,29
Adyar,693,69,1,1,2,Normal Sale,No,House,NoSeWa,Gravel,RL,2,4,3,3,320549,88151,8013720,2011,2003,8
Anna Nagar,1802,77,2,1,5,Partial,No,Others,NoSeWa,Paved,RL,3,3,4,3,495694,80383,13397130,2014,2008,6
Adyar,888,44,1,1,3,Ab Normal,Yes,Commercial,AllPub,No Access,C,3,3,5,4,396433,69376,9910835,2012,1983,29
Chrompet,973,155,1,1,3,AdjLand,Yes,Others,NoSeWa,No Access,RL,4,3,5,4,247961,38148,9536960,2006,1993,13
Karapakkam,663,41,1,1,2,Partial,Yes,Others,NoSeWa,No Access,C,3,2,4,3,141060,79346,4408125,2011,1991,20
Chrompet,700,51,1,1,2,Family,Yes,Others,AllPub,Paved,RM,4,2,2,3,256389,115788,8270600,2011,1971,40
Adyar,976,47,1,1,3,Normal Sale,Yes,Others,AllPub,No Access,RL,4,2,4,4,372453,68610,9801395,2007,1994,13
KK Nagar,2283,56,4,2,6,Family,Yes,Others,AllPub,Gravel,RL,3,3,3,3,443276,221638,13852380,2010,2004,6
KK Nagar,1301,64,1,1,3,Family,Yes,Commercial,NoSeWa,Paved,RH,3,3,3,3,508189,254095,12099740,2011,2004,7
Karapakkam,1261,112,1,1,3,Partial,No,Commercial,NoSeWa,Paved,RH,3,3,4,3,308296,154148,9634250,2012,1993,19
KK Nagar,2365,37,4,2,6,Partial,No,Commercial,NoSeWa,Gravel,RM,3,4,3,3,931224,297992,18624480,2010,1986,24
Chrompet,958,49,1,1,3,Family,No,Others,AllPub,Paved,RM,3,2,3,3,270242,45040,9008060,2011,1999,12
Velachery,1587,21,2,1,4,Partial,Yes,House,AllPub,Paved,I,4,4,4,4,291926,163135,8586060,2007,1984,23
T Nagar,1977,131,2,1,5,AdjLand,Yes,Commercial,AllPub,Paved,RH,5,4,4,4,616010,242004,22000360,2011,1978,33
Chrompet,1137,70,1,1,3,AdjLand,No,Others,NoSeWa,Paved,RM,2,2,2,2,313249,114858,10441640,2010,2005,5
Chrompet,865,165,1,1,3,Normal Sale,No,Others,NoSeWa,Gravel,RH,3,3,3,3,217708,23326,7775300,2007,1980,27
Chrompet,1125,103,1,1,3,Partial,Yes,House,NoSeWa,No Access,RM,3,4,3,3,258958,46243,9248500,2008,1986,22
Karapakkam,1635,122,2,2,4,AdjLand,No,Commercial,NoSeWa,No Access,C,4,2,4,4,371726,212415,10620750,2010,2005,5
KK Nagar,2345,199,4,2,6,Family,No,Others,NoSeWa,Gravel,RM,4,3,3,3,534204,106841,13355100,2009,1999,10
Chrompet,1072,83,1,1,3,Normal Sale,Yes,House,AllPub,Paved,RH,4,2,3,3,257081,94263,8569350,2014,1989,25
KK Nagar,2416,2,4,2,6,Family,Yes,Commercial,NoSeWa,Paved,RM,3,4,3,3,628321,215985,19635040,2008,1986,22
Velachery,1720,110,2,1,4,Partial,No,Others,NoSeWa,Paved,I,4,4,4,4,277870,101044,8420300,2008,1958,50
Karapakkam,727,88,1,1,2,Family,Yes,Others,AllPub,Paved,I,3,2,3,3,228535,99618,5859875,2009,1996,13
T Nagar,1970,193,2,1,5,AdjLand,Yes,Others,NoSeWa,Gravel,RL,4,3,4,4,626088,208696,16053550,2011,1971,40
Velachery,1891,51,3,2,5,Ab Normal,Yes,Others,AllPub,Paved,RM,3,4,4,4,430619,147641,12303400,2010,1965,45
Karapakkam,1227,102,1,1,3,Family,Yes,House,AllPub,Paved,A,4,2,4,3,285108,154950,6198000,2011,2005,6
Chrompet,1253,135,2,1,4,Family,Yes,Others,NoSeWa,Paved,RL,2,3,3,3,352351,154153,11010960,2007,1998,9
Karapakkam,1278,199,1,1,3,Normal Sale,No,Commercial,NoSeWa,Gravel,RH,3,3,3,3,453424,94903,10544750,2012,1991,21
Adyar,692,190,1,1,2,Family,No,Others,AllPub,No Access,A,4,3,2,2,159076,32751,4678720,2007,1999,8
Chrompet,1186,200,1,1,3,AdjLand,No,Commercial,AllPub,Paved,RH,3,3,3,3,326064,91298,13042550,2012,1983,29
KK Nagar,1881,50,3,2,5,Ab Normal,Yes,Others,AllPub,Paved,RM,3,2,4,3,608015,240673,12666980,2009,2001,8
Chrompet,898,87,1,1,3,Family,Yes,Others,AllPub,Gravel,RM,3,3,4,3,321574,103734,10373360,2012,2006,6
Velachery,1661,31,2,1,4,Ab Normal,Yes,House,AllPub,Gravel,A,2,4,3,3,306505,170281,8514030,2005,1976,29
KK Nagar,1536,150,2,1,4,Partial,No,House,NoSeWa,Paved,RL,3,4,4,4,374964,87201,8720100,2009,1994,15
Chrompet,726,155,1,1,2,AdjLand,Yes,Others,NoSeWa,No Access,RH,3,4,2,3,237190,86251,7187570,2010,1977,33
Adyar,961,132,1,1,3,Partial,Yes,Commercial,NoSeWa,Paved,C,2,3,3,3,383886,10968,10968170,2007,1989,18
Karapakkam,1356,100,2,2,4,Normal Sale,Yes,House,AllPub,No Access,RH,4,4,2,3,224541,152108,7243250,2011,1968,43
Chrompet,882,40,1,1,3,AdjLand,No,Others,NoSeWa,No Access,RM,2,2,4,2,285963,112652,8665540,2010,2006,4
Karapakkam,1558,133,2,2,4,AdjLand,Yes,Others,NoSeWa,Paved,C,2,4,5,4,268541,150067,7898250,2011,1971,40
Karapakkam,1440,75,2,2,4,Normal Sale,Yes,House,NoSeWa,No Access,RL,2,4,4,3,330110,125756,7859750,2010,1969,41
Karapakkam,691,37,1,1,2,AdjLand,Yes,Others,NoSeWa,Paved,I,2,3,3,3,236325,121193,6059625,2009,1989,20
Adyar,1255,191,2,2,4,Family,No,House,AllPub,Paved,RM,2,3,2,2,322706,60507,10084565,2012,2001,11
Chrompet,1009,128,1,1,3,AdjLand,Yes,Commercial,AllPub,Paved,RL,2,4,2,3,414241,146989,13362600,2009,1985,24
Adyar,1065,81,1,1,3,Family,No,House,AllPub,Gravel,A,4,3,3,3,267426,41142,6857075,2008,2003,5
Chrompet,1065,11,1,1,3,AdjLand,Yes,House,NoSeWa,Paved,RM,3,4,4,4,268804,49779,9955700,2007,1969,38
Karapakkam,694,3,1,1,2,Partial,Yes,House,NoSeWa,No Access,C,4,3,2,3,190350,57105,3807000,2009,1965,44
Chrompet,1045,88,1,1,3,Ab Normal,No,House,AllPub,Paved,RM,2,3,3,2,225513,27062,9020500,2011,1993,18
Karapakkam,730,175,1,1,2,Normal Sale,Yes,House,NoSeWa,No Access,RH,4,2,2,2,242000,44000,5500000,2009,1977,32
Velachery,1871,22,3,2,5,Family,No,Others,AllPub,Paved,C,4,3,2,3,310203,180952,8616750,2004,1955,49
Chrompet,994,56,1,1,3,AdjLand,Yes,House,AllPub,Paved,RL,2,3,2,2,236898,85283,9475900,2007,1985,22
Anna Nagar,1754,198,1,1,4,AdjLand,No,House,AllPub,No Access,RH,4,3,2,3,294779,76424,10917740,2012,1985,27
KK Nagar,2224,189,4,2,6,Family,Yes,House,NoSeWa,Gravel,RL,3,3,4,3,609839,256132,12196780,2009,1980,29
Karapakkam,836,66,1,1,2,Normal Sale,No,Others,NoSeWa,No Access,A,3,3,4,4,171696,46501,3577000,2010,1988,22
Karapakkam,1399,137,2,2,4,Family,No,Commercial,AllPub,No Access,RM,4,4,3,3,473817,187323,11019000,2009,1970,39
Velachery,1950,126,3,2,5,Ab Normal,Yes,House,AllPub,Gravel,RH,3,3,3,3,392615,78523,11217570,2006,1995,11
Anna Nagar,1519,2,1,1,4,Ab Normal,Yes,Others,NoSeWa,Gravel,RL,3,2,3,3,391124,156449,13037450,2013,1974,39
Anna Nagar,1605,4,1,1,4,Partial,Yes,Others,NoSeWa,No Access,RL,2,2,4,3,400919,133640,12149050,2008,1968,40
Chrompet,1230,81,2,1,4,Ab Normal,No,Commercial,AllPub,Paved,RL,2,3,3,3,395059,98765,14109250,2007,2000,7
Karapakkam,584,70,1,1,2,Normal Sale,Yes,Commercial,AllPub,No Access,RL,2,4,3,3,334778,96714,7439500,2011,1981,30
Velachery,1590,57,2,1,4,Normal Sale,No,Commercial,NoSeWa,Paved,RL,3,3,4,3,411610,212444,13277730,2009,1955,54
Velachery,1734,87,2,1,4,Family,No,Others,NoSeWa,No Access,RM,4,2,3,3,325789,111990,10180900,2005,1995,10
Chrompet,786,119,1,1,2,Normal Sale,No,Commercial,NoSeWa,Gravel,RL,3,2,2,2,283533,43620,10905100,2007,2001,6
Chrompet,701,52,1,1,2,Partial,No,Commercial,AllPub,Paved,RH,4,2,3,3,263922,42568,8513600,2012,1976,36
Adyar,783,149,1,1,2,AdjLand,Yes,Others,NoSeWa,No Access,RL,4,2,3,3,332985,110995,8538070,2007,1969,38
Anna Nagar,1739,128,1,1,4,Partial,No,Others,NoSeWa,Paved,RL,3,3,2,3,356719,242059,12739970,2013,1998,15
Chrompet,1127,38,1,1,3,Ab Normal,No,House,NoSeWa,Gravel,RL,2,3,3,2,265248,61891,8841600,2009,1977,32
Chrompet,919,61,1,1,3,Normal Sale,No,Commercial,AllPub,No Access,RH,4,4,3,4,274871,40722,10180400,2008,1980,28
Chrompet,902,120,1,1,3,Ab Normal,No,Others,NoSeWa,Paved,RL,4,5,2,4,276408,25913,8637740,2007,2003,4
Adyar,838,10,1,1,3,AdjLand,Yes,Commercial,AllPub,No Access,RH,2,4,3,3,425503,167962,11197455,2010,1973,37
Chrompet,1026,174,1,1,3,Normal Sale,No,Commercial,AllPub,No Access,RM,4,5,4,4,322097,61942,12388350,2014,1993,21
Karapakkam,1346,84,2,2,4,Partial,Yes,House,NoSeWa,Gravel,I,4,4,4,4,319963,133938,7441000,2011,1967,44
KK Nagar,1764,191,2,1,4,AdjLand,No,Others,NoSeWa,Paved,RM,2,2,4,3,339467,109505,10950540,2008,1985,23
Chrompet,825,9,1,1,3,Partial,Yes,Commercial,NoSeWa,Paved,RL,4,2,3,3,306133,90706,11338250,2012,1998,14
Velachery,1542,147,2,1,4,Normal Sale,Yes,House,NoSeWa,Paved,RM,4,2,2,3,365067,225483,10737270,2011,2000,11
KK Nagar,1869,20,3,2,5,Family,No,Others,AllPub,Gravel,RL,3,2,3,3,436430,212620,11190500,2011,1995,16
Adyar,1291,0,2,2,4,Family,No,House,NoSeWa,No Access,C,2,2,4,3,250240,27804,6951120,2007,1980,27
Karapakkam,950,7,1,1,3,Normal Sale,Yes,Others,NoSeWa,Gravel,A,4,3,4,4,242004,73164,5628000,2009,1964,45
Karapakkam,680,130,1,1,2,Normal Sale,Yes,Commercial,AllPub,Paved,RL,4,2,4,4,344736,131328,8208000,2010,1978,32
Anna Nagar,1579,188,1,1,4,Family,Yes,Others,NoSeWa,Gravel,RH,4,4,4,4,333138,102504,12812990,2012,1981,31
Chrompet,1047,42,1,1,3,Ab Normal,Yes,Others,NoSeWa,No Access,RL,4,3,4,3,298688,81460,9051140,2006,1969,37
Anna Nagar,1660,36,1,1,4,Normal Sale,Yes,Commercial,AllPub,No Access,RL,3,2,3,3,467030,186812,18681200,2009,1979,30
Chrompet,835,46,1,1,3,Partial,Yes,Others,AllPub,Gravel,RL,2,2,2,2,267393,27661,9220450,2012,1990,22
Anna Nagar,1883,121,2,1,5,AdjLand,No,House,NoSeWa,No Access,RM,3,4,4,4,346233,119850,13316650,2010,1995,15
Adyar,1109,5,1,1,3,Family,Yes,House,AllPub,Paved,RM,3,2,3,3,361431,10040,10039740,2011,1975,36
Adyar,995,26,1,1,3,Ab Normal,Yes,Others,AllPub,No Access,I,2,2,2,2,281925,112770,8055010,2011,1977,34
Velachery,1747,142,2,1,4,AdjLand,Yes,Others,NoSeWa,Paved,RM,3,3,2,3,397258,132419,12038110,2012,1979,33
Anna Nagar,1529,191,1,1,4,Ab Normal,Yes,House,AllPub,Gravel,RH,4,4,4,4,479428,59929,11985700,2007,1972,35
Karapakkam,1034,30,1,1,3,Family,Yes,Others,NoSeWa,Paved,RM,4,3,4,4,400584,191947,8345500,2009,1972,37
KK Nagar,1302,84,1,1,3,Partial,No,Commercial,NoSeWa,Paved,RL,3,4,2,3,406322,158014,11286720,2010,1984,26
Karapakkam,654,143,1,1,2,Ab Normal,Yes,Commercial,NoSeWa,Paved,C,3,3,4,3,290444,114827,6754500,2010,2004,6
Chrompet,1020,41,1,1,3,AdjLand,Yes,Commercial,AllPub,Gravel,RH,2,3,2,2,397371,198686,13245700,2008,1982,26
Karapakkam,506,145,1,1,2,Ab Normal,No,Commercial,NoSeWa,No Access,RM,4,2,3,3,254251,58673,6519250,2010,1983,27
T Nagar,1955,10,2,1,5,Partial,Yes,House,AllPub,Gravel,RL,2,5,3,3,391617,167836,13986310,2014,1971,43
Karapakkam,1653,160,2,2,4,Partial,No,Commercial,NoSeWa,Paved,RL,4,4,4,4,392600,171763,12268750,2009,1984,25
Velachery,1820,77,3,2,5,Partial,Yes,House,NoSeWa,Paved,RM,4,3,3,3,364661,221007,11050340,2009,1977,32
Velachery,1508,63,2,1,4,Family,Yes,Commercial,NoSeWa,No Access,C,4,4,2,3,433275,96283,12035430,2005,1996,9
Karapakkam,1292,111,1,1,3,Ab Normal,No,Commercial,AllPub,Paved,C,3,2,2,2,421813,107697,8974750,2010,1993,17
Anna Nagar,1922,160,2,1,5,Normal Sale,No,Commercial,AllPub,Gravel,RL,2,2,3,3,657450,106040,21208080,2009,1985,24
Karapakkam,584,165,1,1,2,AdjLand,No,Others,NoSeWa,No Access,C,3,3,4,3,149274,98206,3928250,2011,2000,11
Anna Nagar,1839,153,2,1,5,AdjLand,Yes,House,NoSeWa,Gravel,RH,4,3,2,3,472718,152938,13903480,2013,1999,14
Velachery,1879,166,3,2,5,Normal Sale,No,House,AllPub,No Access,RM,4,2,3,3,316824,89107,9900740,2005,1973,32
Karapakkam,1199,70,1,1,3,Family,No,Others,NoSeWa,No Access,RM,3,2,2,2,249190,65962,7329125,2011,1979,32
Chrompet,1181,102,1,1,3,Normal Sale,Yes,House,NoSeWa,Gravel,RM,2,2,4,2,287561,110601,11060050,2009,1998,11
Chrompet,1068,86,1,1,3,Normal Sale,No,Others,NoSeWa,No Access,RM,3,4,2,3,263528,63610,9087160,2015,2003,12
Velachery,1686,92,2,1,4,Ab Normal,Yes,Others,NoSeWa,Gravel,RM,2,4,3,3,360782,252547,12026070,2010,1984,26
KK Nagar,2242,84,4,2,6,AdjLand,Yes,Others,AllPub,Gravel,RH,4,3,4,3,447066,216759,13547460,2009,1998,11
Chrompet,1259,112,2,1,4,Ab Normal,No,House,AllPub,Gravel,RL,3,3,2,3,296823,143624,9574950,2009,1993,16
T Nagar,1843,118,2,1,5,AdjLand,Yes,Others,AllPub,No Access,RH,2,4,3,3,367560,231426,13613320,2008,1979,29
T Nagar,1924,59,2,1,5,Family,Yes,Others,NoSeWa,Paved,RH,2,4,4,3,477871,260657,14480950,2008,1989,19
Chrompet,1144,73,1,1,3,Normal Sale,No,Commercial,AllPub,Gravel,RH,4,4,3,4,379490,63248,12649650,2010,1979,31
Karapakkam,542,127,1,1,2,Normal Sale,Yes,Commercial,NoSeWa,Paved,RL,3,3,2,2,230685,69206,7689500,2010,1984,26
Anna Nagar,1515,103,1,1,4,Normal Sale,No,House,AllPub,No Access,RM,3,3,2,3,391136,97784,10864880,2011,1972,39
Adyar,630,174,1,1,2,Partial,No,Commercial,AllPub,Gravel,RL,4,4,3,4,348618,9684,9683840,2011,1995,16
Velachery,1671,182,2,1,4,Normal Sale,No,House,AllPub,Gravel,RM,4,4,2,3,416384,85412,10676510,2004,1986,18
Karapakkam,1047,18,1,1,3,Family,No,House,NoSeWa,Gravel,I,3,2,4,3,291168,78858,6066000,2010,1992,18
Anna Nagar,1595,87,1,1,4,Family,Yes,Commercial,NoSeWa,No Access,RH,4,2,3,3,646446,209658,17471500,2013,1983,30
Adyar,1299,62,2,2,4,Normal Sale,No,Others,AllPub,No Access,C,2,4,2,2,283058,105136,8087365,2008,1997,11
Anna Nagar,1626,27,1,1,4,Family,Yes,Others,AllPub,Gravel,RH,3,3,4,4,513516,192568,12837890,2008,1970,38
Karapakkam,801,80,1,1,2,Ab Normal,No,House,AllPub,Gravel,C,3,3,3,3,191454,95727,5038250,2010,1993,17
Chrompet,1089,6,1,1,3,Partial,Yes,Commercial,NoSeWa,Paved,RH,4,4,2,3,406081,183392,13099400,2009,2005,4
Anna Nagar,1955,54,2,1,5,Family,No,House,AllPub,No Access,RH,2,2,3,2,335700,185214,11575870,2012,2001,11
KK Nagar,1708,91,2,1,4,Ab Normal,No,Commercial,NoSeWa,Paved,RH,3,3,2,3,526583,283545,13502140,2010,1993,17
T Nagar,1697,19,1,1,4,Normal Sale,Yes,Others,NoSeWa,Paved,RL,4,2,3,3,550743,70608,14121610,2006,1996,10
T Nagar,1975,8,2,1,5,Ab Normal,No,House,NoSeWa,Paved,RH,4,5,2,3,505728,101146,12643190,2007,1995,12
Velachery,1966,168,3,2,5,Family,Yes,House,AllPub,Paved,RM,2,2,3,2,407993,215329,11333130,2008,1959,49
Anna Nagar,1791,164,1,1,4,AdjLand,No,Others,AllPub,Paved,RL,3,4,4,3,532771,84122,14020280,2009,1994,15
Velachery,1890,66,3,2,5,Family,Yes,Commercial,NoSeWa,Paved,I,3,4,3,3,491376,206061,15850840,2006,1999,7
Karapakkam,967,152,1,1,3,Ab Normal,No,House,AllPub,Paved,A,3,2,4,3,143976,62260,3891250,2010,1981,29
Anna Nagar,1711,99,1,1,4,Family,No,Others,NoSeWa,Gravel,RM,4,3,2,3,366782,84642,14106990,2014,2001,13
KK Nagar,1583,62,2,1,4,AdjLand,No,Others,NoSeWa,Gravel,RM,3,4,2,3,379707,141034,10848760,2011,1986,25
Adyar,1274,77,2,2,4,Ab Normal,Yes,House,NoSeWa,Paved,RL,4,4,3,4,418725,139575,10736530,2011,1989,22
Karapakkam,1356,158,2,2,4,Family,No,House,AllPub,Gravel,I,3,3,4,3,314136,60154,6683750,2011,1966,45
Chrompet,1144,166,1,1,3,AdjLand,Yes,House,NoSeWa,No Access,RL,2,2,4,3,224235,26908,8969400,2011,1975,36
Chrompet,1129,49,1,1,3,Family,No,Others,AllPub,No Access,RM,4,4,2,3,300872,27352,9117330,2011,1995,16
Adyar,695,86,1,1,2,Ab Normal,Yes,Commercial,AllPub,No Access,I,4,3,2,3,273986,18266,9132865,2007,1996,11
Chrompet,867,108,1,1,3,Ab Normal,Yes,House,AllPub,No Access,RL,4,4,4,4,208146,141539,8325850,2010,1995,15
KK Nagar,1501,35,2,1,4,Ab Normal,No,House,AllPub,Gravel,RL,2,2,3,2,311281,128174,9155320,2008,1982,26
Velachery,1896,72,3,2,5,Partial,Yes,Others,AllPub,No Access,RM,3,3,3,3,383008,81244,11606300,2011,1996,15
Karapakkam,1449,46,2,2,4,Family,No,House,NoSeWa,No Access,C,4,2,2,3,213096,54640,5464000,2011,1993,18
Anna Nagar,1700,168,1,1,4,Ab Normal,No,Others,NoSeWa,No Access,RH,3,2,4,3,298165,178899,11926600,2007,2002,5
Velachery,1829,2,3,2,5,Partial,No,House,AllPub,No Access,RH,2,4,2,3,286079,121367,8669050,2004,1989,15
